"OUTCOME High/Low LC, LP, BP",Experimental Metabolic Strategy,Growth Phase,Cultivation Scale,Temperature,Light Intensity,Agitation,Photoperiods,Growth Period,CO2 Supply,Air Supply,N,P,inorganic C,organic C,Salinity,K,Ca,Fe,Co,Cu,EDTANa,Na2EDTA,EDTAFeNa,pH,Cultivation Mode,Na2MGEDTA,EDTA,Seed Metabolic Strategy,Inorganic C Source,Organic C Source,N Source,pH Control Strategy,pH Regulators,Stage Phase Strategy,Lamp Color,Culture Medium,Lamp Type,Inoculum Concentration,Chlorella Strain
LLP,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium cHLPoride,initial,none,single-stage,,mBG11,LED,0.01,CHLPoreLLPa sp
HLP,mixotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.427682,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",ammonium acetate,ammonium acetate,initial,none,single-stage,,mBG11,LED,0.01,CHLPoreLLPa sp
LLP,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium sulfate,initial,none,single-stage,,mBG11,LED,0.01,CHLPoreLLPa sp
HLP,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.282636,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium bicarbonate,initial,none,single-stage,,mBG11,LED,0.01,CHLPoreLLPa sp
HLP,photoautotrophic,stationary,0.5,25,180,250,24,9,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,LED,0.01,CHLPoreLLPa sp
HLP,photoautotrophic,log,0.5,25,180,250,24,4,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,dual-stage,,mBG11,LED,0.01,CHLPoreLLPa sp
HLP,photoautotrophic,stationary,0.5,25,180,250,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,dual-stage,,mBG11,LED,0.01,CHLPoreLLPa sp
HLP,photoautotrophic,stationary,2,27,360,100,24,8,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,7.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,CHLPoreLLPa vulgaris
HLP,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,8.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,CHLPoreLLPa vulgaris
HLP,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,CHLPoreLLPa vulgaris
HLP,photoautotrophic,stationary,2,27,360,100,24,8,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,7.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,CHLPoreLLPa vulgaris
HLP,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,8.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,CHLPoreLLPa vulgaris
HLP,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,CHLPoreLLPa vulgaris
HLP,photoautotrophic,stationary,0.6,25,400,0,24,9,2,yes,0.248045,0.006948,0.002266,0.003906,0,0.008761,0.009815,0.000642,0.00001,0.00002,0,0,0,,batch,0,no,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,fluorescent,0.01,CHLPoreLLPa sorokiniana
HLP,photoautotrophic,stationary,0.6,25,400,0,24,9,2,yes,0.248045,0.006948,0.002266,0.003906,60,0.008761,0.009815,0.000642,0.00001,0.00002,0,0,0,,batch,0,no,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.01,CHLPoreLLPa sorokiniana
HLP,photoautotrophic,stationary,0.6,25,400,0,24,9,2,yes,0.248045,0.006948,0.002266,0.003906,60,0.008761,0.009815,0.000642,0.00001,0.00002,0,0,0,,batch,0,no,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,dual-stage,white,mBG11,fluorescent,0.01,CHLPoreLLPa sorokiniana
LLP,photoautotrophic,stationary,1,25,100,300,12,30,0.04,yes,0.008241,0.037269,0,0,0.025,0.279854,0.006816,0.100036,0,0.000008,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mBBM,fluorescent,0.01,CHLPoreLLPa sorokiniana
LLP,photoautotrophic,log,1,25,100,300,12,30,0.04,yes,0.205205,0.037269,0,0,0.025,0.279854,0.006816,0.100036,0,0.000008,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mBBM,fluorescent,0.01,CHLPoreLLPa sorokiniana
HB,photoautotrophic,stationary,5,27,37,0,14,18,0,no,0.041253,0.053215,0,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,BBM,,0.15,Chlorella sp
LB,photoautotrophic,stationary,1,27,37,0,14,18,0,no,0.041253,0.053215,0,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,BBM,,0.15,Chlorella sp
LB,photoautotrophic,stationary,"0,4",30,120,0,24,28,0.04,yes,1.562682,0.532381,0.22731,0,0,0.55659,0.339425,0,0,0,0.225,0,0.225,7,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,JM,,0.12,Chlorella sp
LB,photoautotrophic,stationary,"0,4",30,120,0,24,28,20,yes,1.562682,0.532381,0.22731,0,0,0.55659,0.339425,0,0,0,0.225,0,0.225,7,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,JM,,0.12,Chlorella sp
LB,photoautotrophic,stationary,"0,4",30,120,0,24,28,40,yes,1.562682,0.532381,0.22731,0,0,0.55659,0.339425,0,0,0,0.225,0,0.225,7,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,JM,,0.12,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,15,0,no,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,sodium carbonate,none,sodium nitrate,initial,none,single-stage,,BG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,30,0,no,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,sodium carbonate,none,sodium nitrate,initial,none,single-stage,,BG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,45,0,no,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,sodium carbonate,none,sodium nitrate,initial,none,single-stage,,BG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,15,0,no,0.041253,0.053215,0,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,BBM,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,30,0,no,0.041253,0.053215,0,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,BBM,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,45,0,no,0.041253,0.053215,0,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,BBM,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,15,0,no,3.928633,0.008173,0,0,0,0.016589,0.545262,0.00002,0.000008,0.000008,0,0.0002,0,,batch,0,yes,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,,TAP,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,30,0,no,3.928633,0.008173,0,0,0,0.016589,0.545262,0.00002,0.000008,0.000008,0,0.0002,0,,batch,0,yes,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,,TAP,,0.01,Chlorella sp
LB,photoautotrophic,stationary,,28,95,0,16,45,0,no,3.928633,0.008173,0,0,0,0.016589,0.545262,0.00002,0.000008,0.000008,0,0.0002,0,,batch,0,yes,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,,TAP,,0.01,Chlorella sp
HB,photoautotrophic,stationary,"0,150",25,44.8,0,24,14,0.04,yes,0.041253,0.053215,0,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,7,batch,0,yes,photoautotrophic,carbon dioxide,none,sodium nitrate,initial,none,single-stage,,BBM,,0.2,Chlorella sp
HB,photoautotrophic,log,"0,150",25,44.8,0,24,14,0.04,yes,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.2,Chlorella sp
LB,mixotrophic,stationary,1,28,100,0,16,15,0.04,yes,0.062618,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,LED,1.825,Chlorella sp
LB,mixotrophic,stationary,1,28,100,0,16,15,0.04,yes,0.989751,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,LED,1.835,Chlorella sp
LB,mixotrophic,stationary,1,28,100,0,16,15,0.04,yes,0.248045,0.00178,0.002266,0.003906,0,0.004489,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,LED,1.825,Chlorella sp
LB,mixotrophic,stationary,1,28,100,0,16,15,0.04,yes,0.248045,0.028479,0.002266,0.003906,0,0.071818,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,LED,1.825,Chlorella sp
LB,mixotrophic,stationary,1,28,100,0,16,15,0.04,yes,0.248045,0.00712,0.000567,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,LED,1.83,Chlorella sp
LB,mixotrophic,stationary,1,28,100,0,16,15,0.04,yes,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,LED,1.83,Chlorella sp
LB,mixotrophic,stationary,1,28,100,0,16,15,0.04,yes,0.248045,0.00712,0.009065,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,LED,1.83,Chlorella sp
HB,heterotrophic,log,"0,3",30,0,150,0,4,0,no,0.069281,0.227804,0,1.999933,0,0.480588,0,0.000402,0,0.00002,0,0.0002,0,5.8,batch,0,yes,photoheterotrophic,none,glucose,potassium nitrate,initial,"potassium hydroxide, phosphoric acid",single-stage,,mBM,,0.01,Chlorella sp
HB,heterotrophic,log,"0,3",30,0,150,0,10,0,no,0.346405,1.139018,0,9.999667,0,2.402938,0,0.002009,0,0.000102,0,0.001,0,6.5,batch,0,yes,photoheterotrophic,none,glucose,potassium nitrate,initial,"potassium hydroxide, phosphoric acid",single-stage,,mBM,,0.01,Chlorella sp
HB,heterotrophic,log,"0,1",30,0,300,0,4,0,no,0.346405,1.139018,0,9.999667,0,2.402938,0,0.002009,0,0.000102,0,0.001,0,6.5,batch,0,yes,photoheterotrophic,none,glucose,potassium nitrate,initial,"potassium hydroxide, phosphoric acid",single-stage,,mBM,,0.01,Chlorella sp
HB,heterotrophic,log,2,30,0,100,0,11,0.04,yes,0.346405,1.139018,0,9.999667,0,2.402938,0,0.002009,0,0.000102,0,0.001,0,6,repeated fed-batch,0,yes,photoheterotrophic,none,glucose,potassium nitrate,constant,"potassium hydroxide, phosphoric acid",single-stage,,mBM,,0.01,Chlorella sp
HB,photoautotrophic,log,"0,4",25,40,0,24,12,0.04,yes,0.124427,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.1,Chlorella sp
HB,photoautotrophic,log,"0,4",25,200,0,24,12,0.04,yes,0.124427,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.1,Chlorella sp
HB,photoautotrophic,log,"0,4",25,400,0,24,12,0.04,yes,0.124427,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.1,Chlorella sp
HB,photoautotrophic,log,,28,50,0,24,16,0,no,0.041253,0.053215,0.643332,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BBM,,0.01,Chlorella sp
HB,photoautotrophic,log,,28,50,0,24,16,0,no,0.02065,0.053215,0.643332,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBBM,,0.01,Chlorella sp
HB,photoautotrophic,log,,38,250,0,24,6,0,no,0.041253,0.053215,0.643332,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BBM,,0.01,Chlorella sp
HB,photoautotrophic,log,,38,250,0,24,6,0,no,0.02065,0.053215,0.643332,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBBM,,0.01,Chlorella sp
HB,photoautotrophic,log,,28,50,0,24,16,0,no,0.041253,0.053215,0.643332,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,9,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,constant,"hydrogen chloride, sodium hydroxide",single-stage,daylight,BBM,sun,0.01,Chlorella sp
HB,photoautotrophic,log,,28,50,0,24,16,0,no,0.041253,0.053215,0.643332,0,0.000983,0.105534,0.000682,0.001,0.000099,0.0004,0,0.05,0,11,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,constant,"hydrogen chloride, sodium hydroxide",single-stage,daylight,BBM,sun,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.24804,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.035861,0.00712,0.002266,0.001656,0,0.115792,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,potassium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.071471,0.00712,0.002266,0.001656,0,0.215175,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,potassium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.105835,0.00712,0.002266,0.001656,0,0.311079,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,potassium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.140891,0.00712,0.002266,0.001656,0,0.408916,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,potassium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.175947,0.00712,0.002266,0.001656,0,0.506753,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,potassium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.070782,0.00712,0.002266,0.03165,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.14076,0.00712,0.002266,0.061644,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.210738,0.00712,0.002266,0.091638,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.281182,0.00712,0.002266,0.121832,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.350693,0.00712,0.002266,0.151626,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.070812,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,calcium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.14099,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,calcium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.210827,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,calcium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.281005,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,calcium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.350841,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,calcium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.035901,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,ammonium chloride,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.070996,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,ammonium chloride,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.10583,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,ammonium chloride,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.140926,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,ammonium chloride,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.176021,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,ammonium chloride,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.03583,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.070855,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.105797,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.9,21.5,,0,16,19,0.04,yes,0.140905,0.00712,0.002266,0.001656,0,0.017955,0.007361,0.000642,0,0.00002,0,0,0,7.5,batch,0.001,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
